id,title,abstract,authors,journal,year,published_date,categories
2511.07403v1,"SpatialThinker: Reinforcing 3D Reasoning in Multimodal LLMs via Spatial
  Rewards","Multimodal large language models (MLLMs) have achieved remarkable progress in
vision-language tasks, but they continue to struggle with spatial
understanding. Existing spatial MLLMs often rely on explicit 3D inputs or
architecture-specific modifications, and remain constrained by large-scale
datasets or sparse supervision. To address these limitations, we introduce
SpatialThinker, a 3D-aware MLLM trained with RL to integrate structured spatial
grounding with multi-step reasoning. The model simulates human-like spatial
perception by constructing a scene graph of task-relevant objects and spatial
relations, and reasoning towards an answer via dense spatial rewards.
SpatialThinker consists of two key contributions: (1) a data synthesis pipeline
that generates STVQA-7K, a high-quality spatial VQA dataset, and (2) online RL
with a multi-objective dense spatial reward enforcing spatial grounding.
SpatialThinker-7B outperforms supervised fine-tuning and the sparse RL baseline
on spatial understanding and real-world VQA benchmarks, nearly doubling the
base-model gain compared to sparse RL, and surpassing GPT-4o. These results
showcase the effectiveness of combining spatial supervision with reward-aligned
reasoning in enabling robust 3D spatial understanding with limited data and
advancing MLLMs towards human-level visual reasoning.","Hunar Batra, Haoqin Tu, Hardy Chen, Yuanze Lin, Cihang Xie, Ronald Clark",arXiv,2025,2025-11-10 18:52:47+00:00,"cs.CV, cs.AI, cs.CL, cs.LG"
2511.07399v1,"StreamDiffusionV2: A Streaming System for Dynamic and Interactive Video
  Generation","Generative models are reshaping the live-streaming industry by redefining how
content is created, styled, and delivered. Previous image-based streaming
diffusion models have powered efficient and creative live streaming products
but have hit limits on temporal consistency due to the foundation of
image-based designs. Recent advances in video diffusion have markedly improved
temporal consistency and sampling efficiency for offline generation. However,
offline generation systems primarily optimize throughput by batching large
workloads. In contrast, live online streaming operates under strict
service-level objectives (SLOs): time-to-first-frame must be minimal, and every
frame must meet a per-frame deadline with low jitter. Besides, scalable
multi-GPU serving for real-time streams remains largely unresolved so far. To
address this, we present StreamDiffusionV2, a training-free pipeline for
interactive live streaming with video diffusion models. StreamDiffusionV2
integrates an SLO-aware batching scheduler and a block scheduler, together with
a sink-token--guided rolling KV cache, a motion-aware noise controller, and
other system-level optimizations. Moreover, we introduce a scalable pipeline
orchestration that parallelizes the diffusion process across denoising steps
and network layers, achieving near-linear FPS scaling without violating latency
guarantees. The system scales seamlessly across heterogeneous GPU environments
and supports flexible denoising steps (e.g., 1--4), enabling both
ultra-low-latency and higher-quality modes. Without TensorRT or quantization,
StreamDiffusionV2 renders the first frame within 0.5s and attains 58.28 FPS
with a 14B-parameter model and 64.52 FPS with a 1.3B-parameter model on four
H100 GPUs, making state-of-the-art generative live streaming practical and
accessible--from individual creators to enterprise-scale platforms.","Tianrui Feng, Zhi Li, Shuo Yang, Haocheng Xi, Muyang Li, Xiuyu Li, Lvmin Zhang, Keting Yang, Kelly Peng, Song Han, Maneesh Agrawala, Kurt Keutzer, Akio Kodaira, Chenfeng Xu",arXiv,2025,2025-11-10 18:51:28+00:00,"cs.CV, cs.LG"
2511.07398v1,Solving bilevel optimization via sequential minimax optimization,"In this paper we propose a sequential minimax optimization (SMO) method for
solving a class of constrained bilevel optimization problems in which the
lower-level part is a possibly nonsmooth convex optimization problem, while the
upper-level part is a possibly nonconvex optimization problem. Specifically,
SMO applies a first-order method to solve a sequence of minimax subproblems,
which are obtained by employing a hybrid of modified augmented Lagrangian and
penalty schemes on the bilevel optimization problems. Under suitable
assumptions, we establish an operation complexity of
$O(\varepsilon^{-7}\log\varepsilon^{-1})$ and
$O(\varepsilon^{-6}\log\varepsilon^{-1})$, measured in terms of fundamental
operations, for SMO in finding an $\varepsilon$-KKT solution of the bilevel
optimization problems with merely convex and strongly convex lower-level
objective functions, respectively. The latter result improves the previous
best-known operation complexity by a factor of $\varepsilon^{-1}$. Preliminary
numerical results demonstrate significantly superior computational performance
compared to the recently developed first-order penalty method.","Zhaosong Lu, Sanyou Mei",arXiv,2025,2025-11-10 18:51:05+00:00,"math.OC, cs.LG, cs.NA, math.NA, stat.ML, 90C26, 90C30, 90C47, 90C99, 65K05"
2511.07397v1,ConvFill: Model Collaboration for Responsive Conversational Voice Agents,"Deploying conversational voice agents with large language models faces a
critical challenge: cloud-based foundation models provide deep reasoning and
domain knowledge but introduce latency that disrupts natural conversation,
while on-device models respond immediately but lack sophistication. We propose
conversational infill, a task where a lightweight on-device model generates
contextually appropriate dialogue while seamlessly incorporating streaming
knowledge from a powerful backend model. This approach decouples response
latency from model capability, enabling systems that feel responsive while
accessing the full power of large-scale models. We present ConvFill, a 360M
parameter model trained on synthetic multi-domain conversations. Evaluation
across multiple backend models shows that conversational infill can be
successfully learned, with ConvFill achieving accuracy improvements of 36-42%
over standalone small models of the same size while consistently retaining
sub-200ms response latencies. Our results demonstrate the promise of this
approach for building on-device conversational agents that are both immediately
responsive and knowledgeable.","Vidya Srinivas, Zachary Englhardt, Maximus Powers, Shwetak Patel, Vikram Iyer",arXiv,2025,2025-11-10 18:50:30+00:00,cs.CL
2511.07396v1,"C3PO: Optimized Large Language Model Cascades with Probabilistic Cost
  Constraints for Reasoning","Large language models (LLMs) have achieved impressive results on complex
reasoning tasks, but their high inference cost remains a major barrier to
real-world deployment. A promising solution is to use cascaded inference, where
small, cheap models handle easy queries, and only the hardest examples are
escalated to more powerful models. However, existing cascade methods typically
rely on supervised training with labeled data, offer no theoretical
generalization guarantees, and provide limited control over test-time
computational cost. We introduce C3PO (Cost Controlled Cascaded Prediction
Optimization), a self-supervised framework for optimizing LLM cascades under
probabilistic cost constraints. By focusing on minimizing regret with respect
to the most powerful model (MPM), C3PO avoids the need for labeled data by
constructing a cascade using only unlabeled model outputs. It leverages
conformal prediction to bound the probability that inference cost exceeds a
user-specified budget. We provide theoretical guarantees on both cost control
and generalization error, and show that our optimization procedure is effective
even with small calibration sets. Empirically, C3PO achieves state-of-the-art
performance across a diverse set of reasoning benchmarks including GSM8K,
MATH-500, BigBench-Hard and AIME, outperforming strong LLM cascading baselines
in both accuracy and cost-efficiency. Our results demonstrate that principled,
label-free cascade optimization can enable scalable LLM deployment.","Antonios Valkanas, Soumyasundar Pal, Pavel Rumiantsev, Yingxue Zhang, Mark Coates",arXiv,2025,2025-11-10 18:50:27+00:00,cs.LG
2511.07391v1,Extending QAOA-GPT to Higher-Order Quantum Optimization Problems,"The recently proposed QAOA-GPT framework demonstrated that generative
pre-trained transformers can learn mappings between problem graphs and
optimized quantum circuits for the Quantum Approximate Optimization Algorithm
(QAOA). In this work, we extend QAOA-GPT to Higher-Order Unconstrained Binary
Optimization (HUBO) problems, focusing on spin-glass Hamiltonians that include
cubic interaction terms. Using FEATHER graph embeddings to encode topological
information, we train the model on graph-circuit pairs generated via ADAPT-QAOA
and evaluate its performance on 8- and 16-qubit instances embedded on heavy-hex
lattices. The generative model produces adaptive QAOA-like circuits and
corresponding variational parameters in a single forward pass, bypassing the
iterative classical optimization loop. The generated circuits achieve average
approximation ratios exceeding 0.95, closely matching classically optimized
ADAPT-QAOA results, while maintaining consistent parameter distributions across
circuit depths. These results demonstrate that QAOA-GPT generalizes effectively
to higher-order cost Hamiltonians and complex energy landscapes, establishing
generative modeling as a scalable pathway toward autonomous variational circuit
design and quantum algorithm discovery in the NISQ era.","Leanto Sunny, Abhinav Rijal, George Siopsis",arXiv,2025,2025-11-10 18:46:38+00:00,quant-ph
2511.07390v1,A Diffusion Model to Shrink Proteins While Maintaining Their Function,"Many proteins useful in modern medicine or bioengineering are challenging to
make in the lab, fuse with other proteins in cells, or deliver to tissues in
the body, because their sequences are too long. Shortening these sequences
typically involves costly, time-consuming experimental campaigns. Ideally, we
could instead use modern models of massive databases of sequences from nature
to learn how to propose shrunken proteins that resemble sequences found in
nature. Unfortunately, these models struggle to efficiently search the
combinatorial space of all deletions, and are not trained with inductive biases
to learn how to delete. To address this gap, we propose SCISOR, a novel
discrete diffusion model that deletes letters from sequences to generate
protein samples that resemble those found in nature. To do so, SCISOR trains a
de-noiser to reverse a forward noising process that adds random insertions to
natural sequences. As a generative model, SCISOR fits evolutionary sequence
data competitively with previous large models. In evaluation, SCISOR achieves
state-of-the-art predictions of the functional effects of deletions on
ProteinGym. Finally, we use the SCISOR de-noiser to shrink long protein
sequences, and show that its suggested deletions result in significantly more
realistic proteins and more often preserve functional motifs than previous
models of evolutionary sequences.","Ethan Baron, Alan N. Amin, Ruben Weitzman, Debora Marks, Andrew Gordon Wilson",arXiv,2025,2025-11-10 18:46:24+00:00,"cs.LG, q-bio.QM"
2511.07388v1,Policy Learning for Perturbance-wise Linear Quadratic Control Problem,"We study finite horizon linear quadratic control with additive noise in a
perturbancewise framework that unifies the classical model, a constraint
embedded affine policy class, and a distributionally robust formulation with a
Wasserstein ambiguity set. Based on an augmented affine representation, we
model feasibility as an affine perturbation and unknown noise as distributional
perturbation from samples, thereby addressing constrained implementation and
model uncertainty in a single scheme. First, we construct an implementable
policy gradient method that accommodates nonzero noise means estimated from
data. Second, we analyze its convergence under constant stepsizes chosen as
simple polynomials of problem parameters, ensuring global decrease of the value
function. Finally, numerical studies: mean variance portfolio allocation and
dynamic benchmark tracking on real data, validating stable convergence and
illuminating sensitivity tradeoffs across horizon length, trading cost
intensity, state penalty scale, and estimation window.","Haoran Zhang, Wenhao Zhang, Xianping Wu",arXiv,2025,2025-11-10 18:45:02+00:00,math.OC
2511.07384v1,"Teaching Pretrained Language Models to Think Deeper with Retrofitted
  Recurrence","Recent advances in depth-recurrent language models show that recurrence can
decouple train-time compute and parameter count from test-time compute. In this
work, we study how to convert existing pretrained non-recurrent language models
into depth-recurrent models. We find that using a curriculum of recurrences to
increase the effective depth of the model over the course of training preserves
performance while reducing total computational cost. In our experiments, on
mathematics, we observe that converting pretrained models to recurrent ones
results in better performance at a given compute budget than simply
post-training the original non-recurrent language model.","Sean McLeish, Ang Li, John Kirchenbauer, Dayal Singh Kalra, Brian R. Bartoldson, Bhavya Kailkhura, Avi Schwarzschild, Jonas Geiping, Tom Goldstein, Micah Goldblum",arXiv,2025,2025-11-10 18:43:07+00:00,"cs.CL, cs.AI, cs.LG"
2511.07381v1,Residual Rotation Correction using Tactile Equivariance,"Visuotactile policy learning augments vision-only policies with tactile
input, facilitating contact-rich manipulation. However, the high cost of
tactile data collection makes sample efficiency the key requirement for
developing visuotactile policies. We present EquiTac, a framework that exploits
the inherent SO(2) symmetry of in-hand object rotation to improve sample
efficiency and generalization for visuotactile policy learning. EquiTac first
reconstructs surface normals from raw RGB inputs of vision-based tactile
sensors, so rotations of the normal vector field correspond to in-hand object
rotations. An SO(2)-equivariant network then predicts a residual rotation
action that augments a base visuomotor policy at test time, enabling real-time
rotation correction without additional reorientation demonstrations. On a real
robot, EquiTac accurately achieves robust zero-shot generalization to unseen
in-hand orientations with very few training samples, where baselines fail even
with more training data. To our knowledge, this is the first tactile learning
method to explicitly encode tactile equivariance for policy learning, yielding
a lightweight, symmetry-aware module that improves reliability in contact-rich
tasks.","Yizhe Zhu, Zhang Ye, Boce Hu, Haibo Zhao, Yu Qi, Dian Wang, Robert Platt",arXiv,2025,2025-11-10 18:41:34+00:00,"cs.RO, 14J60 (Primary) 14F05, 14J26 (Secondary), 14J60 (Primary) 14F05,
  14J26 (Secondary)"
2511.07379v1,"LoReTTA: A Low Resource Framework To Poison Continuous Time Dynamic
  Graphs","Temporal Graph Neural Networks (TGNNs) are increasingly used in high-stakes
domains, such as financial forecasting, recommendation systems, and fraud
detection. However, their susceptibility to poisoning attacks poses a critical
security risk. We introduce LoReTTA (Low Resource Two-phase Temporal Attack), a
novel adversarial framework on Continuous-Time Dynamic Graphs, which degrades
TGNN performance by an average of 29.47% across 4 widely benchmark datasets and
4 State-of-the-Art (SotA) models. LoReTTA operates through a two-stage
approach: (1) sparsify the graph by removing high-impact edges using any of the
16 tested temporal importance metrics, (2) strategically replace removed edges
with adversarial negatives via LoReTTA's novel degree-preserving negative
sampling algorithm. Our plug-and-play design eliminates the need for expensive
surrogate models while adhering to realistic unnoticeability constraints.
LoReTTA degrades performance by upto 42.0% on MOOC, 31.5% on Wikipedia, 28.8%
on UCI, and 15.6% on Enron. LoReTTA outperforms 11 attack baselines, remains
undetectable to 4 leading anomaly detection systems, and is robust to 4 SotA
adversarial defense training methods, establishing its effectiveness,
unnoticeability, and robustness.","Himanshu Pal, Venkata Sai Pranav Bachina, Ankit Gangwal, Charu Sharma",arXiv,2025,2025-11-10 18:41:02+00:00,"cs.LG, cs.AI"
2511.07378v1,"Transformers Provably Learn Chain-of-Thought Reasoning with Length
  Generalization","The ability to reason lies at the core of artificial intelligence (AI), and
challenging problems usually call for deeper and longer reasoning to tackle. A
crucial question about AI reasoning is whether models can extrapolate learned
reasoning patterns to solve harder tasks with longer chain-of-thought (CoT). In
this work, we present a theoretical analysis of transformers learning on
synthetic state-tracking tasks with gradient descent. We mathematically prove
how the algebraic structure of state-tracking problems governs the degree of
extrapolation of the learned CoT. Specifically, our theory characterizes the
length generalization of transformers through the mechanism of attention
concentration, linking the retrieval robustness of the attention layer to the
state-tracking task structure of long-context reasoning. Moreover, for
transformers with limited reasoning length, we prove that a recursive
self-training scheme can progressively extend the range of solvable problem
lengths. To our knowledge, we provide the first optimization guarantee that
constant-depth transformers provably learn $\mathsf{NC}^1$-complete problems
with CoT, significantly going beyond prior art confined in $\mathsf{TC}^0$,
unless the widely held conjecture $\mathsf{TC}^0 \neq \mathsf{NC}^1$ fails.
Finally, we present a broad set of experiments supporting our theoretical
results, confirming the length generalization behaviors and the mechanism of
attention concentration.","Yu Huang, Zixin Wen, Aarti Singh, Yuejie Chi, Yuxin Chen",arXiv,2025,2025-11-10 18:40:24+00:00,"cs.LG, cs.AI, math.OC, stat.ML"
2511.07377v1,Real-Time LiDAR Super-Resolution via Frequency-Aware Multi-Scale Fusion,"LiDAR super-resolution addresses the challenge of achieving high-quality 3D
perception from cost-effective, low-resolution sensors. While recent
transformer-based approaches like TULIP show promise, they remain limited to
spatial-domain processing with restricted receptive fields. We introduce FLASH
(Frequency-aware LiDAR Adaptive Super-resolution with Hierarchical fusion), a
novel framework that overcomes these limitations through dual-domain
processing. FLASH integrates two key innovations: (i) Frequency-Aware Window
Attention that combines local spatial attention with global frequency-domain
analysis via FFT, capturing both fine-grained geometry and periodic scanning
patterns at log-linear complexity. (ii) Adaptive Multi-Scale Fusion that
replaces conventional skip connections with learned position-specific feature
aggregation, enhanced by CBAM attention for dynamic feature selection.
Extensive experiments on KITTI demonstrate that FLASH achieves state-of-the-art
performance across all evaluation metrics, surpassing even uncertainty-enhanced
baselines that require multiple forward passes. Notably, FLASH outperforms
TULIP with Monte Carlo Dropout while maintaining single-pass efficiency, which
enables real-time deployment. The consistent superiority across all distance
ranges validates that our dual-domain approach effectively handles uncertainty
through architectural design rather than computationally expensive stochastic
inference, making it practical for autonomous systems.","June Moh Goo, Zichao Zeng, Jan Boehm",arXiv,2025,2025-11-10 18:38:15+00:00,"cs.CV, cs.AI, cs.RO"
